institucion,StartDate,EndDate,Status,IPAddress,Progress,Duration _in seconds_,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,X1,X2_1,X2_2,X2_3,X2_4,X2_5,X2_6,X3_1,X3_2,X3_3,X3_4,X3_5,X3_6,X3_7,X3_8,X3_9,X3_10,X3_11,X3_10_TEXT,X4_1,X4_2,X4_3,X4_4,X4_5,X5,X6,X7_1,X8_1,X8_2,X8_3,X8_4,X8_5,X8_6,X8_7,X8_8,X8_9,X8_10,X8_11,X8_12,X8_13,X8_14,X8_15,X8_16,X8_17,X8_17_TEXT,X9_1,X9_2,X9_3,X9_4,X9_5,X9_6,X9_7,X9_8,X9_9,X9_10,X9_11,X9_12,X9_13,X9_14,X9_15,X10,X11,X12,X13,X14,X15,X16,X17_1,X17_2,X17_3,X17_4,X17_5,X17_6,X17_7,X17_8,X17_9,X17_10,X17_11,X17_11_TEXT,X18_1,X18_2,X18_3,X18_4,X18_5,X18_6,X18_7,X18_8,X18_9,X19_1,X19_2,X19_3,X19_4,X19_5,X19_6,X19_7,X19_8,X19_9,X19_9_TEXT,X20_1,X20_2,X20_3,X20_4,X20_5,X20_6,X20_6_TEXT,X21,X22,X23,X24,X25,X26,X27,X28,X29_1,X29_2,X29_3,X29_4,X29_5,X29_6,X29_7,X29_8,X29_9,X29_10,X29_10_TEXT,X30,X31,X32_1,X32_2,X32_3,X32_4,X33_1,X33_2,X33_3,X33_4,X33_5,X33_6,X33_7,X33_8,X33_9,X34,X35,X36_1,X36_2,X36_3,X37,X38_1,X38_2,X38_3,X38_4,X38_5,X38_6,X38_7,X38_8,X38_8_TEXT,X39_1,X40_1,X41_1,cat_universidad,cat_bachillerato,Cat,tipo_institucion,tipo_sostenimiento,tipo_ies,tipo_ub,CLAVE_IES,ENTIDAD,SOSTENIMIENTO,REGION,CLASIFICACION_911,Rango_finalizacion_minutos,despues_15_nov
UNIVERSIDAD VERACRUZANA,2025-11-09 22:09:00 UTC,2025-11-09 22:16:00 UTC,0,187.189.216.75,100,444,2025-11-09 22:16:00 UTC,R_3hfkQ9MuuTtgbp1,19.1835,-96.1477,anonymous,1,,,1,1,,,1,,,,,,,,,,,,1,,,,,4,1,5,1,1,,1,1,1,,1,,,,,,,,,,,6,5,2,6,5,6,2,3,3,5,4,4,4,2,1,6,5,5,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,,,,,1,,,,,5,2,3,1,1,1,3,4,1,1,1,1,1,1,1,1,,,,18,1,,,1,,,,,,,,,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE IDIOMAS,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE IDIOMAS,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE IDIOMAS,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-14 23:22:59 UTC,2025-11-14 23:29:48 UTC,0,189.148.118.136,100,408,2025-11-14 23:29:49 UTC,R_13jpqnE5RN4Fm69,18.1367,-94.5041,anonymous,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,2,8,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,3,2,1,2,3,5,1,0,0,0,0,0,0,0,0,0,,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,1,1,0,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-07 11:45:00 UTC,2025-11-07 11:58:00 UTC,0,189.201.105.181,100,787,2025-11-07 11:58:00 UTC,R_1z6AI1x0DH7jSbv,19.434,-99.1965,anonymous,1,,1,,,,,1,,,,,,,,,,,,1,,,,,4,2,8,1,,,,,,,,,,,,,,,,,,6,4,3,4,6,6,6,4,2,6,3,3,6,6,6,4,4,5,1,4,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,4,1,1,1,4,4,,,1,1,1,1,,,,,,18,2,,,,1,,,,,,,,,1,7,2,1,1,1,1,1,1,1,,,,1,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ESTADÍSTICA E INFORMÁTICA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ESTADÍSTICA E INFORMÁTICA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ESTADÍSTICA E INFORMÁTICA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-10 20:06:03 UTC,2025-11-10 20:19:31 UTC,0,201.153.166.100,100,807,2025-11-10 20:19:31 UTC,R_17TW7h67DuniN5T,19,-96,anonymous,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,2,4,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,2,4,1,1,1,1,1,0,1,0,0,1,0,0,0,,6,6,6,6,6,6,6,6,6,1,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,0,3,1,1,2,4,5,1,1,0,0,0,0,0,0,0,0,,29,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,1,0,0,1,1,1,1,0,0,0,1,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ADMINISTRACIÓN,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ADMINISTRACIÓN,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ADMINISTRACIÓN,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-12-12 23:42:56 UTC,2025-12-12 23:59:54 UTC,0,189.161.193.233,100,1018,2025-12-12 23:59:55 UTC,R_6nNHviSMtpNpemi,18.8887,-96.9557,anonymous,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,2,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,4,5,5,5,5,3,5,4,5,4,5,4,3,4,4,4,5,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,,0,0,1,2,2,2,1,4,0,0,0,0,0,0,1,0,0,0,,18,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,1,0,1,0,0,1,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 16 a 30 minutos,1
UNIVERSIDAD VERACRUZANA,2025-11-13 16:24:30 UTC,2025-11-13 16:30:10 UTC,0,201.111.237.66,100,339,2025-11-13 16:45:19 UTC,R_7QsRbu53JvooeX9,21.1933,-97.7334,anonymous,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,,4,6,6,6,5,6,3,6,4,6,3,4,5,3,3,6,4,5,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,,0,0,0,0,0,0,,0,0,3,1,1,2,2,4,1,1,0,0,0,0,0,0,0,0,,24,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,1,1,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE MEDICINA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE MEDICINA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE MEDICINA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-10-29 14:05:00 UTC,2025-10-29 14:11:00 UTC,0,189.192.90.250,100,332,2025-10-29 14:11:00 UTC,R_5AM3TR7ocFLcrQP,19.2129,-96.22,anonymous,1,,,1,1,,,1,,,,,,,,,,,,,1,,,,4,2,5,1,1,1,1,1,,,,,,,1,,,,,,,6,6,6,6,6,6,5,6,6,6,5,6,4,4,5,6,5,6,3,4,2,2,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,3,1,1,1,3,5,,,1,,,,1,,,,,19,1,,,1,,,,,,,,,1,,9,2,1,1,1,1,1,,1,,,1,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE NUTRICIÓN,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE NUTRICIÓN,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE NUTRICIÓN,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-14 21:53:24 UTC,2025-11-14 22:03:19 UTC,0,201.97.23.96,100,594,2025-11-14 22:03:19 UTC,R_1dhW9sxO4L7qbct,20.52,-97.4511,anonymous,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,5,2,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,6,4,3,5,6,6,2,4,2,2,2,2,2,2,2,6,5,6,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,0,1,0,0,0,0,,5,4,3,2,1,1,4,4,1,0,1,0,0,0,0,0,0,0,,18,1,1,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,1,0,1,0,1,1,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,INSTITUTO DE CIENCIAS DE LA SALUD,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/INSTITUTO DE CIENCIAS DE LA SALUD,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/INSTITUTO DE CIENCIAS DE LA SALUD,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-10 08:32:00 UTC,2025-11-10 08:42:00 UTC,0,45.188.126.134,100,560,2025-11-10 08:42:00 UTC,R_5paWuZDeq6DSBz3,20.2713,-97.5513,anonymous,1,,,1,,,,1,,,,,,,,,,,,1,,,,,3,2,1,,,,1,,,,,,,,,,,,,,,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,2,3,2,1,,,,1,,,,,,,,,4,5,4,5,5,4,4,4,4,,,,,,1,,,,,,,,,,,,,,3,2,2,2,3,4,1,1,,,,,,,,,,22,2,1,,,,,,,,,,,,1,4,2,,1,,2,,,1,,,,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL TOTONACAPAN,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL TOTONACAPAN,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL TOTONACAPAN,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-12-10 01:01:11 UTC,2025-12-10 01:08:28 UTC,0,201.148.8.122,100,436,2025-12-10 01:08:28 UTC,R_5rqeGD0rLhZABD7,17.9827,-94.6374,anonymous,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,2,6,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,5,5,5,6,5,6,4,6,5,6,6,5,6,5,5,5,5,5,3,3,2,1,1,1,0,0,0,1,0,0,0,0,0,,4,4,5,4,5,4,4,4,4,1,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,,0,0,3,1,1,2,3,4,1,1,1,0,0,0,1,0,0,0,,22,1,0,0,0,1,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,1,0,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE MEDICINA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE MEDICINA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE MEDICINA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,1
UNIVERSIDAD VERACRUZANA,2025-11-10 14:41:34 UTC,2025-11-10 15:03:46 UTC,0,172.226.122.28,100,1332,2025-11-10 15:03:46 UTC,R_1uOnL1ObZA9M0xv,19,-99,anonymous,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,5,3,4,4,3,5,3,4,3,4,4,5,4,4,4,5,4,3,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,,4,4,1,4,4,1,1,3,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,1,1,1,2,2,1,0,0,0,0,0,1,0,0,0,0,,21,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,1,1,1,1,0,1,0,0,0,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL TOTONACAPAN,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL TOTONACAPAN,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL SEDE REGIONAL TOTONACAPAN,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 16 a 30 minutos,0
UNIVERSIDAD VERACRUZANA,2025-11-25 13:31:31 UTC,2025-11-25 13:42:12 UTC,0,148.226.157.17,100,641,2025-11-25 13:42:13 UTC,R_5lDttdrVj5oM6wp,18.1367,-94.5041,anonymous,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,0,4,2,5,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,,0,0,3,1,1,1,3,5,1,0,0,0,0,0,0,1,0,0,,25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1,1,1,0,1,0,1,1,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE MEDICINA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE MEDICINA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE MEDICINA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,1
UNIVERSIDAD VERACRUZANA,2025-11-25 12:56:41 UTC,2025-11-25 13:06:31 UTC,0,189.202.3.66,100,589,2025-11-25 13:06:31 UTC,R_1iQvmxPj5GyVmCJ,20.5294,-97.4302,anonymous,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,2,5,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,,2,6,4,6,5,6,3,5,5,5,1,5,1,3,1,5,4,5,5,3,3,1,0,0,0,0,0,0,0,1,0,0,0,,4,2,4,2,3,4,4,6,4,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,3,1,1,2,3,4,0,0,0,0,0,1,1,1,0,0,,21,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,1,0,1,0,0,1,0,0,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,UNIVERSIDAD VERACRUZANA INTERCULTURAL,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,1
UNIVERSIDAD VERACRUZANA,2025-11-10 10:09:00 UTC,2025-11-10 10:13:00 UTC,0,45.7.65.150,100,242,2025-11-10 10:13:00 UTC,R_3jrl20opAXGkrN3,20.2768,-97.9581,anonymous,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,1,,,,,,,,,,,,1,11,1,,,1,2,,,,,,1,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,CENTRO DE ESTUDIOS DE GÉNERO DE LA UNIVERSIDAD VERACRUZANA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/CENTRO DE ESTUDIOS DE GÉNERO DE LA UNIVERSIDAD VERACRUZANA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/CENTRO DE ESTUDIOS DE GÉNERO DE LA UNIVERSIDAD VERACRUZANA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 1 a 5 minutos,0
UNIVERSIDAD VERACRUZANA,2025-10-28 11:52:00 UTC,2025-10-28 12:04:00 UTC,0,148.226.50.158,100,689,2025-10-28 12:04:00 UTC,R_7ovt94oE1sItfMt,19.5351,-96.9632,anonymous,1,,,1,1,,,1,,,,,,,,,,,,,1,,,,4,2,5,1,1,1,,,,,,,,,,,,,,,,6,4,6,6,2,6,6,6,5,6,6,6,6,6,6,6,5,5,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,2,2,2,2,3,1,1,1,1,,,,,,,,19,2,1,,,,,,,,,,,,1,9,2,,,1,2,,,1,,,1,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-10-28 11:51:00 UTC,2025-10-28 12:08:00 UTC,0,148.226.50.165,100,977,2025-10-28 12:08:00 UTC,R_3VPjkLjEgkIs39d,19.5351,-96.9632,anonymous,1,,,,1,,,1,,,,,,,,,,,,1,1,,,,3,2,4,,1,,1,,1,1,,,1,,,,,,,,,5,5,4,5,6,6,5,6,5,5,4,4,4,4,5,5,5,5,2,3,3,1,,,,1,1,,,,,,,,5,5,5,5,5,5,5,5,5,1,1,,,,,,,,,,,,,,,,,,3,1,1,2,3,4,,,,,,,,,1,,,19,2,,,,1,,,,,,,,,1,1,2,1,1,1,1,1,,1,,1,,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE ENFERMERÍA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE ENFERMERÍA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 16 a 30 minutos,0
UNIVERSIDAD VERACRUZANA,2025-10-28 12:44:00 UTC,2025-10-28 12:55:00 UTC,0,177.225.1.237,100,655,2025-10-28 12:55:00 UTC,R_6MMBDEEvq81cmIg,19.101,-96.1021,anonymous,1,,,,,,1,1,,,,,,,,,,,,,1,,,,4,2,7,1,,,1,1,1,,,,1,,,1,,,,,,6,5,5,5,5,6,4,5,4,6,3,2,5,4,1,5,5,3,1,3,3,1,1,1,,,1,,,,,,,,5,5,4,6,5,4,1,4,2,1,,,,,,1,,,,,,,,,,,,,3,2,1,2,2,4,1,,1,,,1,,1,,,,21,1,,,1,,,1,,1,,,,,,9,2,1,1,1,1,1,,,,,,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,FACULTAD DE MEDICINA,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE MEDICINA,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/FACULTAD DE MEDICINA,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
UNIVERSIDAD VERACRUZANA,2025-10-28 19:01:00 UTC,2025-10-28 19:09:00 UTC,0,200.68.183.47,100,485,2025-10-28 19:09:00 UTC,R_6rApxsfTkRAR2MA,19.3351,-99.0689,anonymous,1,,,,1,,,1,,,,,,,,,,,,,1,,,,2,2,1,1,,,,,,,1,,,,,1,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,3,5,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,1,2,2,3,3,1,1,1,1,1,1,1,1,,,,19,1,,,,1,,,,,,,,,1,11,1,,1,1,2,,,1,,,1,,,,VERACRUZ DE IGNACIO DE LA LLAVE,UNIVERSIDAD VERACRUZANA,UNIVERSIDAD VERACRUZANA INTERCULTURAL,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL,,VERACRUZ DE IGNACIO DE LA LLAVE/UNIVERSIDAD VERACRUZANA/UNIVERSIDAD VERACRUZANA INTERCULTURAL,Universidad,Público,UPES,Universidad,30MSU0940B,VERACRUZ DE IGNACIO DE LA LLAVE,PÚBLICO,SUR-SURESTE,UNIVERSIDADES PÚBLICAS ESTATALES,De 6 a 15 minutos,0
